Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
36169,Jewel Quest IV: Heritage,3DS,2014,Misc,Unknown  ,Unknown  ,,,,,,,
36170,Jewel Quest Mysteries 3 - The Seventh Gate,PC,2014,Misc,Unknown  ,Unknown  ,,,,,,,
36171,Jewel Quest Mysteries 3 - The Seventh Gate,3DS,2014,Misc,Unknown  ,Unknown  ,,,,,,,
36172,Jewel Quest Mysteries 3 - The Seventh Gate,DS,2012,Misc,Unknown  ,Unknown  ,,,,,,,
36173,Jewel Quest Pack,PC,2009,Misc,iWin   ,iWin  ,,,,,,,
36174,Jewelry Master Twinkle,XBL,2009,Puzzle,Microsoft  ,ARIKA CO LTD  ,,,,,,,
36175,Jewels Ocean: Star of Sierra Leone,PS2,2006,Adventure,Pione Soft  ,Pione Soft  ,,,,,,,
36176,Jewels of Cleopatra,PC,2007,Puzzle,Encore  ,"Encore Software, Inc.  ",,,,,,,
36177,JGTO Golf Master Mobile,GBA,2001,Sports,Konami  ,Konami Computer Entertainment Nagoya  ,,,,,,,
36178,JigDoku,XBL,2009,Puzzle,Microsoft  ,Wiley  ,,,,,,,
36179,Jigoku Meguri,PCE,1990,Action,Taito  ,ITL  ,,,,,,,
36180,Jigoku Meguri,VC,2008,Action,Taito  ,ITL  ,,,,,,,
36181,Jigoku Sensei NuBe,PS,1997,Adventure,Bandai  ,Bandai  ,,,,,,,
36182,Jigoku Shoujo Akekazura,DS,2007,Adventure,Compile Heart  ,Compile Heart  ,,,,,,,
36183,Jigoku Shoujo Mioyosuga,PS2,2009,Adventure,Compile Heart  ,Compile Heart  ,,,,,,,
36184,Jigsaw 365,PC,2005,Puzzle,MSN Games  ,Playtonium Game  ,,,,,,,
36185,Jigsaw Land: Japan Graffiti,PS,1996,Puzzle,Nippon Ichi Software  ,Nippon Ichi Software  ,,,,,,,
36186,Jigsaw Madness,PS,2002,Puzzle,XS Games  ,Nippon Ichi Software  ,,,,,,,
36187,Jigsaw Madness,PSN,2010,Puzzle,Sony Computer Entertainment  ,Nippon Ichi Software  ,,,,,,,
36188,Jigsaw Puzzle DS: DS de Meguru Sekai Isan no Tabi,DS,2008,Puzzle,Hudson Soft  ,Hudson Soft  ,,,,,,,
36189,Jigsaw Puzzle Express,XBL,2009,Puzzle,Microsoft  ,arcarocket  ,,,,,,,
36190,Jigsaw Puzzle: Kyou no Wanko,Wii,2007,Puzzle,Hudson Soft  ,Hudson Soft  ,,,,,,,
36191,Jigsaw World,PS,1995,Puzzle,Nippon Ichi Software  ,Nippon Ichi Software  ,,,,,,,
36192,Jigsaw World,XBL,2009,Puzzle,Microsoft  ,EduardoJimenez  ,,,,,,,
36193,Jigsaw World: Daigekitou! Jig-Battle Heroes,DS,2008,Puzzle,Nippon Ichi Software  ,Nippon Ichi Software  ,,,,,,,
36194,Jikandia: The Timeless Land,PSN,2011,Role-Playing,Aksys Games  ,Opus Studio  ,,,,,,,
36195,Jikki Pachi-Slot Simulator Vol. 1,3DO,1995,Misc,Electronic Arts Victor  ,Nexton  ,,,,,,,
36196,Jikki Pachi-Slot Tettei Kouryaku: Yamasa Collection,PS,1998,Misc,Culture Publishers  ,Yamasa Entertainment  ,,,,,,,
36197,Jikkyou GI Stable,N64,1999,Sports,Konami  ,Konami Computer Entertainment Nagoya  ,,,,,,,
36198,Jikkyou Jitsumei Keiba Dream Classic 2001 Autumn,PS2,2001,Sports,Bandai  ,Bandai  ,,,,,,,
36199,Jikkyou Jitsumei Keiba Dream Classic 2001 Spring,PS2,2001,Sports,Bandai  ,Bandai  ,,,,,,,
36200,Jikkyou Oshaberi Parodius: Forever with Me,SAT,1996,Shooter,Konami  ,Konami  ,,,,,,,
36201,Jikkyou Oshaberi Parodius: Forever With Me,PS,1996,Shooter,Konami  ,Stone Heads  ,,,,,,,
36202,Jikkyou Powerful Pro Baseball Success Special,PSV,2016,Sports,Konami Digital Entertainment  ,Konami Digital Entertainment  ,,,,,,,
36203,Jikkyou Powerful Pro Baseball Success Special,PS4,2016,Sports,Konami Digital Entertainment  ,Konami Digital Entertainment  ,,,,,,,
36204,Jikkyou Powerful Pro Baseball Success Special,PS3,2016,Sports,Konami Digital Entertainment  ,Konami Digital Entertainment  ,,,,,,,
36205,Jikkyou Powerful Pro Yakyuu '95 Kaimakuban,PS,1995,Sports,Konami  ,Konami  ,,,,,,,
36206,Jikkyou Powerful Pro Yakyuu '95 Kaimakuban,SAT,1995,Sports,Konami  ,Konami  ,,,,,,,
36207,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban,GC,2003,Sports,Konami  ,Diamond Head  ,,,,,,,
36208,Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,PS2,2004,Sports,Konami  ,PawaPuro Production  ,,,,,,,
36209,Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,GC,2004,Sports,Konami  ,PawaPuro Production  ,,,,,,,
36210,Jikkyou Powerful Pro Yakyuu 2001 Ketteiban,PS,2001,Sports,Konami  ,Diamond Head  ,,,,,,,
36211,Jikkyou Powerful Pro Yakyuu 2002 Haru,PS,2002,Sports,Konami  ,Diamond Head  ,,,,,,,
36212,Jikkyou Powerful Pro Yakyuu 2010,PSN,2010,Sports,Konami  ,PawaPuro Production  ,,,,,,,
36213,Jikkyou Powerful Pro Yakyuu 7 Ketteiban,PS2,2000,Sports,Konami  ,Diamond Head  ,,,,,,,
36214,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,GC,2002,Sports,Konami  ,Diamond Head  ,,,,,,,
36215,Jikkyou Powerful Pro Yakyuu Premium-Ban,PS,2003,Sports,Konami  ,Diamond Head  ,,,,,,,
36216,Jikkyou Powerful Pro Yakyuu S,SAT,1997,Sports,Konami  ,Konami  ,,,,,,,
36217,Jikkyou World Soccer 2002,GC,2002,Sports,Konami  ,Konami  ,,,,,,,
36218,Jikkyou World Soccer 2002,XB,2002,Sports,Konami  ,Konami  ,,,,,,,
36219,Jikkyou World Soccer Pocket 2,GBA,2002,Sports,Konami  ,Konami  ,,,,,,,
36220,Jikkyuu Powerful Pro Yakyuu Basic '98,SNES,1998,Sports,Konami  ,Diamond Head  ,,,,,,,
36221,Jikuu Senki Mu,GB,1991,Role-Playing,Hudson Soft  ,Hudson Soft  ,,,,,,,
36222,Jikuu Yuten: Debias,NES,1987,Role-Playing,Namco  ,Namco  ,,,,,,,
36223,Jill of the Jungle,PC,1992,Platform,Epic Games  ,Epic Games  ,,,,,,,
36224,Jill of the Jungle: Jill Goes Underground,PC,1992,Platform,Epic Games  ,Epic Games  ,,,,,,,
36225,Jill of the Jungle: Jill Saves The Prince,PC,1992,Platform,Epic Games  ,Epic Games  ,,,,,,,
36226,Jill of the Jungle: The Complete Trilogy,PC,1993,Platform,Epic Games  ,Epic Games  ,,,,,,,
36227,Jim Henson's Bear in the Big Blue House,PS,2003,Misc,Ubisoft  ,DC Studios  ,,,,,,,
36228,Jim Henson's Bear in the Big Blue House,GB,2002,Misc,Ubisoft  ,Ubisoft  ,,,,,,,
36229,Jim Lee's Wild C.A.T.S: Covert Action Teams,SNES,1995,Action,Playmates  ,Beam Software  ,,,,,,,
36230,Jim Power,PCE,1993,Platform,Micro World  ,Loriciels  ,,,,,,,
36231,Jim Power: Lost Dimension in 3D,SNES,1993,Platform,Electro Brain  ,Loriciels  ,,,,,,,
36232,Jimmy Connors Pro Tennis Tour,SNES,1992,Sports,Ubisoft  ,Blue Byte  ,,,,,,,
36233,Jimmy Connors Pro Tennis Tour,PC,1990,Sports,Ubisoft  ,Blue Byte  ,,,,,,,
36234,Jimmy Connors Tennis,GB,1993,Sports,Ubisoft  ,NMS Software  ,,,,,,,
36235,Jimmy Connors Tennis,NES,1993,Sports,Ubisoft  ,NMS Software  ,,,,,,,
36236,Jimmy Connors' Tennis,Lynx,1993,Sports,Atari  ,NMS Software  ,,,,,,,
36237,Jimmy Houston's Bass Tournament U.S.A.,SNES,1995,Sports,Sammy Corporation  ,Sammy Studios  ,,,,,,,
36238,Jimmy Houston's Bass Tournament U.S.A. '97,PC,1995,Sports,Sammy Corporation  ,American Sammy  ,,,,,,,
36239,Jimmy Neutron: Boy Genius,PC,2001,Platform,THQ  ,AWE Games  ,,,,,,,
36240,Jimmy White's 2: Cueball,DC,2000,Sports,Virgin Interactive  ,Awesome Developments  ,,,,,,,
36241,Jimmy White's Cue Ball,GB,2000,Misc,Vatical Entertainment  ,Vicarious Visions  ,,,,,,,
36242,Jinks,7800,1989,Action,Atari  ,Atari  ,,,,,,,
36243,Jinmu Denshou,PCE,1989,Shooter,Unknown  ,Wolf Team  ,,,,,,,
36244,Jinsei 8-Man-7000-Kai no Shokuji wo Tanoshiku suru: Oishiku Kiwameru Shokutsuu DS: Otona no Shuumatsu Henshuu-bu Gensen no Osusume Tenpo Jouhou Iri,DS,2007,Misc,Square Enix  ,High Horse Entertainment  ,,,,,,,
36245,Jinsei Game,GB,1995,Misc,Takara  ,Takara  ,,,,,,,
36246,Jinsei Game,DS,2009,Misc,Takara Tomy   ,Takara Tomy  ,,,,,,,
36247,Jinsei Game 64,N64,1999,Misc,Takara  ,Takara  ,,,,,,,
36248,Jinsei Game Advance,GBA,2002,Misc,Takara  ,Takara  ,,,,,,,
36249,Jinsei Game Densetsu,GB,1991,Misc,Takara  ,Takara  ,,,,,,,
36250,Jinsei Game for Dreamcast,DC,2000,Misc,Takara  ,Takara  ,,,,,,,
36251,Jinsei Game Q DS: Heisei no Dekigoto,DS,2007,Misc,Takara Tomy   ,Takara Tomy  ,,,,,,,
36252,Jinsei Game: Happy Family,Wii,2010,Misc,Takara Tomy   ,Takara Tomy  ,,,,,,,
36253,Jinsei Game: Happy Step,WW,2010,Misc,Takara Tomy   ,Takara Tomy  ,,,,,,,
36254,Jinx,PS,2003,Platform,Sony Computer Entertainment  ,Hammerhead  ,,,,,,,
