,Name,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
3627,Ninja Blade,X360,68.0,6.9,2009,Action,Microsoft  ,From Software  ,6.7,,0.37416573867739417,0.37416573867739417,0.1414213562373095,0.17320508075688773,0.5744562646538028
3628,Mega Man X8,PS2,68.0,8.8,2004,Platform,Capcom  ,Capcom  ,,,0.37416573867739417,0.33166247903553997,0.0,0.2,0.5385164807134504
3629,Fortune Street,Wii,68.0,7.6,2011,Misc,Nintendo  ,Square Enix  ,,,0.5,0.17320508075688773,0.41231056256176607,0.17320508075688773,0.6928203230275509
3630,Top Spin 3,Wii,68.0,5.7,2008,Sports,2K Sports  ,Pam Development  ,,,0.3872983346207417,0.6082762530298219,0.0,0.2645751311064591,0.7615773105863908
3631,The Evil Within,PC,68.0,6.6,2014,Misc,Bethesda Softworks  ,Tango Gameworks  ,5.5,,0.34641016151377546,0.4,0.0,0.1414213562373095,0.5477225575051661
3632,Little Red Riding Hood's Zombie BBQ,DS,68.0,7.7,2008,Shooter,Destineer  ,EnjoyUp Games  ,,,0.17320508075688773,0.0,0.0,0.0,0.2
3633,Spider-Man: Battle for New York,DS,68.0,6.8,2006,Platform,Activision  ,Torus Games  ,,,0.34641016151377546,0.0,0.0,0.1,0.36055512754639896
3634,NBA Jam,XB,68.0,8.1,2003,Sports,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.31622776601683794,0.17320508075688773,0.0,0.0,0.37416573867739417
3635,Batman: Vengeance,PS2,68.0,7.0,2001,Adventure,Ubisoft  ,Ubisoft Montreal  ,7.1,,0.5196152422706632,0.458257569495584,0.0,0.2645751311064591,0.7416198487095663
3636,MotoGP 08,X360,68.0,6.1,2008,Racing,Capcom  ,MileStone Inc.  ,6.8,,0.33166247903553997,0.4472135954999579,0.0,0.2,0.5916079783099616
3637,Root Letter,PS4,68.0,7.0,2016,Visual Novel,PQube  ,Kadokawa Games  ,,,0.0,0.0,0.17320508075688773,0.0,0.17320508075688773
3638,Lord of Magna: Maiden Heaven,3DS,68.0,7.4,2015,Role-Playing,Xseed Games  ,Marvelous  ,7.0,,0.0,0.0,0.2449489742783178,0.0,0.2449489742783178
3639,Lost Magic,DS,68.0,8.0,2006,Role-Playing,Ubisoft  ,Taito Corporation  ,,,0.3,0.0,0.1414213562373095,0.1,0.34641016151377546
3640,Smash Court Tennis 3,PSP,68.0,6.4,2007,Sports,Namco Bandai  ,Namco Bandai Games America  ,,,0.1,0.1,0.1,0.1,0.22360679774997896
3641,Earth's Dawn,PS4,68.0,6.9,2016,Action,Rising Star Games  ,Unknown  ,,,0.1414213562373095,0.0,0.0,0.0,0.1414213562373095
3642,Magnetica,DS,68.0,8.1,2006,Puzzle,Nintendo  ,Mitchell  ,,,0.282842712474619,0.1,0.17320508075688773,0.1,0.37416573867739417
3643,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,68.0,7.5,2005,Action,Activision  ,Krome Studios  ,6.3,,0.3,0.2645751311064591,0.0,0.1414213562373095,0.43588989435406733
3644,The Bureau: XCOM Declassified,X360,68.0,6.9,2013,Shooter,2K Games  ,2K Marin  ,,,0.31622776601683794,0.31622776601683794,0.0,0.1414213562373095,0.469041575982343
3645,Earth Defense Force: Insect Armageddon,X360,68.0,8.0,2011,Shooter,D3 Publisher  ,Vicious Cycle  ,6.7,,0.31622776601683794,0.2,0.17320508075688773,0.1,0.43588989435406733
3646,G-Force,PS3,68.0,7.7,2009,Action,Disney Interactive Studios  ,Eurocom Entertainment Software  ,7.4,,0.36055512754639896,0.2449489742783178,0.0,0.17320508075688773,0.469041575982343
3647,Infinite Undiscovery,X360,68.0,7.1,2008,Role-Playing,Square Enix  ,tri-Ace  ,6.8,,0.5830951894845301,0.4242640687119285,0.34641016151377546,0.2449489742783178,0.8366600265340756
3648,Death Jr. II: Root of Evil,PSP,68.0,7.5,2006,Platform,Konami  ,Backbone Entertainment  ,6.9,,0.22360679774997896,0.0,0.0,0.0,0.22360679774997896
3649,Ice Age: Dawn of the Dinosaurs,X360,68.0,7.4,2009,Platform,Activision  ,Eurocom Entertainment Software  ,6.7,,0.3,0.17320508075688773,0.0,0.1,0.34641016151377546
3650,NBA Live 08,PS2,68.0,6.7,2007,Sports,Electronic Arts  ,EA Canada  ,,,0.7681145747868608,0.1414213562373095,0.1,0.31622776601683794,0.848528137423857
3651,NBA Live 08,PS2,52.0,7.1,2007,Sports,Electronic Arts  ,EA Canada  ,,,0.7681145747868608,0.1414213562373095,0.1,0.31622776601683794,0.848528137423857
3652,Turok: Evolution,XB,68.0,7.3,2002,Shooter,Acclaim Entertainment  ,Acclaim Studios Austin  ,,,0.6244997998398398,0.37416573867739417,0.0,0.1414213562373095,0.7416198487095663
3653,Juiced,PS2,68.0,7.6,2005,Racing,THQ  ,Juice Games  ,,,0.5099019513592785,0.4472135954999579,0.0,0.2645751311064591,0.7280109889280518
3654,Phantasy Star Universe,PS2,68.0,8.0,2006,Role-Playing,Sega  ,Sonic Team  ,6.4,,0.0,0.0,0.43588989435406733,0.0,0.43588989435406733
3655,Untold Legends: Brotherhood of the Blade,PSP,68.0,7.7,2005,Role-Playing,Sony Online Entertainment  ,Sony Online Entertainment  ,6.5,,0.7348469228349535,0.5744562646538028,0.1,0.469041575982343,1.044030650891055
3656,Hunter: The Reckoning Wayward,PS2,68.0,8.4,2003,Action,VU Games  ,High Voltage Software  ,,,0.458257569495584,0.4,0.0,0.2449489742783178,0.6557438524302001
3657,Fatal Fury: Battle Archives Volume 1,PS2,68.0,8.3,2007,Fighting,SNK Playmore  ,SNK Playmore Corporation  ,,,0.1414213562373095,0.1,0.0,0.0,0.2
3658,Terminator 3: The Redemption,PS2,68.0,7.5,2004,Shooter,Atari  ,Paradigm Entertainment  ,,,0.282842712474619,0.2449489742783178,0.0,0.1414213562373095,0.41231056256176607
3659,Sigma Star Saga,GBA,68.0,8.6,2005,Role-Playing,Namco  ,WayForward Technologies  ,,4.0,0.2,0.1,0.0,0.0,0.22360679774997896
3660,Advent Rising,XB,68.0,7.5,2005,Action,Majesco  ,GlyphX Games  ,,,0.31622776601683794,0.17320508075688773,0.0,0.0,0.36055512754639896
3661,Armored Core V,X360,68.0,7.1,2012,Simulation,Namco Bandai  ,From Software  ,,,0.36055512754639896,0.17320508075688773,0.2,0.1,0.469041575982343
3662,WWE Raw 2,XB,68.0,7.4,2003,Fighting,THQ  ,"Anchor, Inc.  ",,,0.6557438524302001,0.33166247903553997,0.0,0.1414213562373095,0.7483314773547883
3663,Grandia Xtreme,PS2,68.0,7.6,2002,Role-Playing,Enix  ,Game Arts  ,6.7,,0.2645751311064591,0.22360679774997896,0.5,0.1414213562373095,0.6164414002968976
3664,My Hero One's Justice,PS4,68.0,6.4,2018,Fighting,Bandai Namco Entertainment  ,Byking  ,,,0.4,0.22360679774997896,0.2,0.22360679774997896,0.5477225575051661
3665,Men of War: Vietnam,PC,68.0,5.3,2011,Strategy,1C Company  ,1C Company  ,7.2,,0.0,0.17320508075688773,0.0,0.1,0.2
3666,Conan Exiles,PS4,68.0,5.2,2018,Action-Adventure,Maximum Games  ,Funcom Oslo A/S  ,,,0.22360679774997896,0.22360679774997896,0.3,0.1414213562373095,0.458257569495584
3667,Lapis x Labyrinth,NS,68.0,6.2,2018,Role-Playing,Nippon Ichi Software  ,Nippon Ichi Software  ,,,0.0,0.0,0.1,0.0,0.1
3668,The Rub Rabbits!,DS,68.0,7.7,2006,Puzzle,Sega  ,Sonic Team  ,7.3,,0.17320508075688773,0.0,0.2,0.0,0.2645751311064591
3669,Mytran Wars,PSP,68.0,8.1,2009,Strategy,Deep Silver  ,Stormregion  ,,,0.3,0.1414213562373095,0.0,0.17320508075688773,0.37416573867739417
3670,Lords of the Fallen,PS4,68.0,6.4,2014,Role-Playing,Namco Bandai Games  ,DECK13 Interactive  ,,,0.4472135954999579,0.4898979485566356,0.1414213562373095,0.3,0.7416198487095663
3671,Jurassic World Evolution,PS4,68.0,7.2,2018,Simulation,Frontier Developments  ,Frontier Developments  ,,,0.37416573867739417,0.5,0.0,0.282842712474619,0.6855654600401044
3672,Gungrave: Overdose,PS2,68.0,8.4,2004,Shooter,Mastiff  ,"Ikusabune Co., Ltd.  ",,,0.2645751311064591,0.22360679774997896,0.0,0.1414213562373095,0.37416573867739417
3673,Digimon World: Next Order,PS4,68.0,6.8,2017,Role-Playing,Namco Bandai Games  ,Bandai Namco Games  ,,,0.36055512754639896,0.22360679774997896,0.1414213562373095,0.2,0.4898979485566356
3674,London Detective Mysteria,PSV,68.0,5.5,2018,Visual Novel,Xseed Games  ,Karin Entertainment  ,,,0.0,0.0,0.1,0.0,0.1
3675,Pure Farming 2018,PS4,68.0,6.3,2018,Simulation,Techland  ,Ice Flames  ,7.0,,0.1414213562373095,0.1,0.0,0.1,0.2
3676,Tetris Ultimate,3DS,68.0,4.4,2014,Puzzle,Ubisoft  ,Ubisoft Montreal  ,,,0.0,0.1,0.0,0.0,0.1
3677,Legasista,PS3,68.0,6.7,2012,Role-Playing,NIS America  ,System Prisma  ,,,0.0,0.0,0.2,0.0,0.2
3678,Riviera: The Promised Land,PSP,68.0,8.0,2007,Role-Playing,Atlus  ,Sting  ,,,0.2645751311064591,0.0,0.1414213562373095,0.1,0.3
3679,Crash Tag Team Racing,PSP,68.0,7.2,2005,Racing,VU Games  ,Radical Entertainment  ,6.3,,0.4,0.2449489742783178,0.0,0.17320508075688773,0.5
3680,Kung Fu Chaos,XB,68.0,8.5,2003,Fighting,Microsoft Game Studios  ,Just Add Monsters  ,7.0,,0.458257569495584,0.2449489742783178,0.0,0.1,0.5291502622129182
3681,Shadow Man: 2econd Coming,PS2,68.0,8.0,2002,Adventure,Acclaim Entertainment  ,Acclaim Studios Teesside  ,,,0.282842712474619,0.2449489742783178,0.0,0.1414213562373095,0.4
3682,Vanishing Point,PS,68.0,7.6,2001,Racing,Acclaim Entertainment  ,Clockwork Games  ,,,0.2449489742783178,0.2,0.0,0.1,0.31622776601683794
3683,Senran Kagura: Estival Versus,PS4,67.0,7.8,2016,Action,Xseed Games  ,Marvelous Entertainment  ,,,0.282842712474619,0.0,0.3,0.1414213562373095,0.4242640687119285
3684,Castle of Shikigami III,Wii,67.0,7.7,2008,Shooter,Aksys Games  ,Alfa System  ,7.2,,0.2,0.0,0.0,0.0,0.2
3685,Shrek SuperSlam,PS2,67.0,6.5,2005,Action,Activision  ,Shaba Games  ,,,0.4898979485566356,0.43588989435406733,0.0,0.2449489742783178,0.7071067811865476
3686,Record of Agarest War,PS3,67.0,6.2,2009,Role-Playing,Ghostlight  ,Compile Heart  ,,,0.0,0.17320508075688773,0.17320508075688773,0.1,0.2645751311064591
3687,Sword Art Online: Hollow Fragment,PSV,67.0,7.6,2014,Role-Playing,Namco Bandai Games  ,Bandai Namco Games  ,,,0.0,0.0,0.5477225575051661,0.0,0.5477225575051661
3688,Lost Planet: Extreme Condition,PS3,67.0,6.9,2008,Shooter,Capcom  ,Capcom  ,6.3,,0.5567764362830022,0.41231056256176607,0.2645751311064591,0.282842712474619,0.8
3689,K-1 World Grand Prix,PS2,67.0,7.9,2003,Sports,Konami  ,Konami  ,,,0.2,0.17320508075688773,0.31622776601683794,0.1,0.4242640687119285
3690,Blood Omen 2,PS2,67.0,8.2,2002,Action,Eidos Interactive  ,Crystal Dynamics  ,,,0.43588989435406733,0.3872983346207417,0.0,0.22360679774997896,0.6244997998398398
3691,Nancy Drew: The White Wolf of Icicle Creek,Wii,67.0,8.2,2008,Adventure,Sega  ,Her Interactive  ,,,0.37416573867739417,0.0,0.0,0.1,0.3872983346207417
3692,Pony Friends,DS,67.0,6.6,2007,Simulation,Eidos Interactive  ,Tantalus Interactive  ,,,0.0,0.2,0.0,0.1,0.22360679774997896
3693,NCAA March Madness 08,PS3,67.0,4.6,2007,Sports,EA Sports  ,EA Canada  ,,,0.282842712474619,0.0,0.0,0.1,0.3
3694,Fatal Frame: Maiden of Black Water,WiiU,67.0,7.8,2015,Misc,Nintendo  ,Koei Tecmo Games  ,,5.8,0.0,0.17320508075688773,0.3,0.0,0.34641016151377546
3695,The Legend of Legacy,3DS,67.0,7.1,2015,Role-Playing,Atlus  ,Cattle Call  ,6.0,,0.37416573867739417,0.1414213562373095,0.33166247903553997,0.1414213562373095,0.5385164807134504
3696,Super Bomberman R,PS4,67.0,5.9,2018,Puzzle,Konami Digital Entertainment  ,HexaDrive  ,,,0.17320508075688773,0.0,0.17320508075688773,0.1,0.2449489742783178
3697,Metal Slug XX,PSP,67.0,6.0,2010,Shooter,Atlus  ,SNK Playmore Corporation  ,6.9,,0.17320508075688773,0.0,0.0,0.1,0.2
3698,Oil Rush,PC,67.0,6.5,2012,Strategy,Unknown  ,Unigine Corp  ,,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
3699,Gravel,XOne,67.0,7.0,2018,Racing,Milestone S.r.l.  ,Milestone S.r.l  ,,,0.2,0.0,0.0,0.0,0.22360679774997896
3700,Danganronpa Another Episode: Ultra Despair Girls,PS4,67.0,7.4,2017,Shooter,NIS America  ,Spike Chunsoft  ,,,0.17320508075688773,0.0,0.1,0.1,0.2
3701,Vikings: Wolves of Midgard,PS4,67.0,6.9,2017,Action,Kalypso Media  ,Games Farm  ,,,0.17320508075688773,0.1,0.0,0.1,0.2
3702,Senran Kagura Shinovi Versus,PSV,67.0,7.9,2014,Action,Xseed Games  ,Tamsoft  ,,,0.282842712474619,0.17320508075688773,0.4,0.2,0.5567764362830022
3703,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,67.0,7.2,2005,Role-Playing,Square Enix  ,Racjin  ,,,0.36055512754639896,0.31622776601683794,0.0,0.17320508075688773,0.5196152422706632
3704,Tomb Raider: Legend,PSP,67.0,7.9,2006,Action,Eidos Interactive  ,Buzz Monkey  ,7.2,,0.3,0.5,0.0,0.34641016151377546,0.6782329983125268
3705,Lollipop Chainsaw,PS3,67.0,7.2,2012,Action,Warner Bros. Interactive Entertainment  ,Grasshopper Manufacture  ,,,0.5196152422706632,0.458257569495584,0.33166247903553997,0.282842712474619,0.8185352771872451
3706,Crystar,PS4,67.0,9.6,2019,Role-Playing,Spike Chunsoft  ,FuRyu  ,,,0.0,0.0,0.1414213562373095,0.0,0.1414213562373095
3707,Wallace & Gromit in Project Zoo,PS2,67.0,3.5,2003,Platform,BAM! Entertainment  ,Frontier Developments  ,,,0.33166247903553997,0.3,0.0,0.17320508075688773,0.47958315233127197
3708,Naval Ops: Warship Gunner,PS2,67.0,8.3,2003,Simulation,KOEI  ,Micro Cabin  ,,,0.22360679774997896,0.2,0.0,0.1,0.33166247903553997
3709,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,67.0,8.2,2008,Adventure,Ignition Entertainment  ,InLight Entertainment  ,,,0.17320508075688773,0.0,0.0,0.0,0.2
3710,Just Cause,PS2,67.0,7.6,2006,Action,Eidos Interactive  ,Avalanche Studios  ,6.9,,0.1,0.1,0.0,0.0,0.1414213562373095
3711,Sniper Elite V2,X360,67.0,6.6,2012,Shooter,505 Games  ,Rebellion Developments  ,7.0,,0.6782329983125268,0.5291502622129182,0.1414213562373095,0.282842712474619,0.916515138991168
3712,We Happy Few,PS4,67.0,5.3,2018,Action-Adventure,Gearbox Software  ,Compulsion Games  ,,,0.282842712474619,0.2,0.0,0.1414213562373095,0.37416573867739417
3713,World Championship Poker 2: Featuring Howard Lederer,PS2,67.0,6.3,2005,Misc,Crave Entertainment  ,Point of View  ,,,0.4,0.36055512754639896,0.0,0.2,0.5830951894845301
3714,Assault Suit Leynos,PS4,67.0,6.9,2016,Shooter,Rising Star Games  ,"extreme Co.,Ltd.  ",,,0.2,0.0,0.0,0.1,0.22360679774997896
3715,SOCOM 4: U.S. Navy SEALs,PS3,67.0,6.5,2011,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,7.0,,0.812403840463596,0.34641016151377546,0.2,0.3,0.9486832980505138
3716,WRC: FIA World Rally Championship,PSP,67.0,7.8,2006,Racing,Namco Bandai  ,Traveller's Tales  ,,,0.1414213562373095,0.1,0.0,0.0,0.2
3717,Deception IV: Blood Ties,PSV,67.0,7.5,2014,Action,Tecmo Koei  ,Tecmo Koei Games  ,,,0.1414213562373095,0.17320508075688773,0.2645751311064591,0.1414213562373095,0.37416573867739417
3718,Criminal Girls 2: Party Favors,PSV,67.0,8.1,2016,Role-Playing,NIS America  ,Nippon Ichi Software  ,,,0.17320508075688773,0.1,0.17320508075688773,0.1,0.3
3719,Spider-Man: Web of Shadows,PS3,67.0,7.8,2008,Action,Activision  ,Shaba Games / Treyarch  ,6.9,,0.4472135954999579,0.2,0.0,0.1414213562373095,0.5099019513592785
3720,Panzer Tactics DS,DS,67.0,8.2,2007,Strategy,Conspiracy Entertainment  ,Sproing  ,,,0.2449489742783178,0.0,0.0,0.0,0.2449489742783178
3721,Rocky: Legends,XB,67.0,5.4,2004,Sports,Ubisoft  ,Venom Games  ,,,0.2645751311064591,0.1414213562373095,0.0,0.0,0.31622776601683794
3722,Commandos 2: Men of Courage,XB,67.0,7.1,2002,Strategy,Eidos Interactive  ,Pyro Studios  ,,,0.22360679774997896,0.1414213562373095,0.0,0.0,0.2645751311064591
3723,The Operative: No One Lives Forever,PS2,67.0,8.3,2002,Shooter,Sierra Entertainment  ,Monolith Productions  ,6.8,,0.2645751311064591,0.22360679774997896,0.0,0.1414213562373095,0.37416573867739417
3724,Gadget Racers,PS2,67.0,6.9,2001,Racing,Conspiracy Entertainment  ,Barnhouse Effect  ,,,0.2,0.17320508075688773,0.0,0.1,0.282842712474619
3725,WWE 2K18,XOne,67.0,4.5,2017,Sports,2K Sports  ,Yuke's  ,,,0.5916079783099616,0.5,0.0,0.2449489742783178,0.812403840463596
3726,Rhapsody: A Musical Adventure,DS,67.0,7.9,2008,Role-Playing,NIS America  ,Nippon Ichi Software  ,6.7,,0.22360679774997896,0.0,0.0,0.0,0.22360679774997896
3727,Nights of Azure,PS4,67.0,7.2,2016,Action,Tecmo Koei  ,Gust  ,,,0.2,0.2,0.0,0.1414213562373095,0.3
3728,Nights of Azure,PS4,67.0,7.2,2016,Role-Playing,Tecmo Koei  ,Gust  ,,,0.0,0.0,0.3,0.0,0.3
3729,Cursed Mountain,Wii,67.0,7.5,2009,Adventure,Deep Silver  ,Sproing Interactive Media / Deep Silver Vienna  ,6.3,,0.3,0.31622776601683794,0.0,0.1414213562373095,0.458257569495584
3730,Scratches,PC,67.0,7.8,2006,Adventure,Got Game Entertainment  ,Nucleosys  ,,,0.0,0.1,0.0,0.0,0.1
3731,Still Life 2,PC,67.0,5.6,2009,Adventure,Encore  ,GameCo Studios  ,7.3,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
3732,Sniper Elite III,PS4,67.0,7.0,2014,Shooter,505 Games  ,Rebellion Developments  ,,,0.5,0.6082762530298219,0.0,0.34641016151377546,0.8602325267042626
3733,The Town of Light,PS4,67.0,6.6,2017,Adventure,Wired Productions  ,LKA  ,,,0.1414213562373095,0.0,0.0,0.1,0.17320508075688773
3734,Gravel,PS4,67.0,6.4,2018,Racing,Milestone S.r.l.  ,Milestone S.r.l.  ,,,0.2449489742783178,0.0,0.0,0.1,0.282842712474619
3735,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,67.0,8.0,2003,Misc,Konami  ,Konami  ,,,0.648074069840786,0.4,0.3872983346207417,0.1,0.8602325267042626
3736,RedCard 20-03,XB,67.0,8.1,2002,Sports,Midway Games  ,Point of View  ,,,0.17320508075688773,0.1,0.0,0.0,0.17320508075688773
3737,F-14 Tomcat,GBA,67.0,8.0,2001,Action,Majesco  ,Virtucraft  ,6.9,,0.7071067811865476,0.43588989435406733,0.0,0.1,0.8366600265340756
3738,NASCAR '14,PS3,67.0,4.9,2014,Racing,Deep Silver  ,Eutechnyx  ,,,0.3,0.0,0.0,0.1414213562373095,0.33166247903553997
3739,Real Heroes: Firefighter,Wii,67.0,8.3,2009,Action,Conspiracy Entertainment  ,Epicenter Studios  ,7.4,,0.7483314773547883,0.2,0.0,0.22360679774997896,0.8
3740,Manhunt 2,PS2,67.0,8.0,2007,Action,Rockstar Games  ,Rockstar London  ,,,0.5196152422706632,0.458257569495584,0.0,0.2645751311064591,0.7483314773547883
3741,FIFA Soccer 12,3DS,67.0,4.2,2011,Sports,EA Sports  ,EA Canada  ,7.0,,0.282842712474619,0.5196152422706632,0.0,0.2,0.6244997998398398
3742,Spider-Man 2,PSP,67.0,6.5,2005,Action,Activision  ,Vicarious Visions  ,6.4,,0.5916079783099616,0.458257569495584,0.0,0.37416573867739417,0.8366600265340756
3743,MX vs. ATV Untamed,PS3,67.0,6.6,2007,Racing,THQ  ,Rainbow Studios  ,,,0.5916079783099616,0.2449489742783178,0.0,0.22360679774997896,0.6782329983125268
3744,NCAA March Madness 07,X360,67.0,7.1,2007,Sports,EA Sports  ,EA Canada  ,,,0.43588989435406733,0.0,0.0,0.1414213562373095,0.458257569495584
3745,Shining Resonance Refrain,PS4,67.0,7.0,2018,Role-Playing,Sega  ,Media.Vision  ,,,0.17320508075688773,0.1,0.2,0.1,0.282842712474619
3746,Rad Rodgers,XOne,67.0,5.9,2018,Platform,THQ Nordic  ,3D Realms  ,,,0.1414213562373095,0.0,0.0,0.0,0.1414213562373095
3747,Legend of Kay Anniversary,WiiU,67.0,6.9,2015,Action,Nordic Games  ,Neon Studios  ,,,0.22360679774997896,0.1414213562373095,0.0,0.1,0.2645751311064591
3748,Legend of Kay Anniversary,WiiU,67.0,6.9,2015,Action,Nordic Games  ,Nordic Games  ,,,0.0,0.1,0.0,0.0,0.1
3749,Growlanser: Wayfarer of Time,PSP,67.0,8.7,2012,Role-Playing,Atlus  ,Career Soft  ,,,0.0,0.0,0.2449489742783178,0.0,0.2449489742783178
3750,Operation Flashpoint: Red River,PS3,67.0,6.6,2011,Shooter,Codemasters  ,Codemasters  ,6.8,,0.2449489742783178,0.37416573867739417,0.2645751311064591,0.22360679774997896,0.565685424949238
3751,The King of Fighters Collection: The Orochi Saga,PS2,67.0,7.9,2008,Fighting,SNK Playmore  ,SNK Playmore Corporation  ,,,0.31622776601683794,0.282842712474619,0.0,0.17320508075688773,0.4472135954999579
3752,MLB Power Pros 2008,PS2,67.0,8.5,2008,Sports,2K Sports  ,PawaPuro Production  ,,,0.22360679774997896,0.2,0.22360679774997896,0.1,0.3872983346207417
3753,Freestyle Metal X,PS2,67.0,8.3,2003,Racing,Midway Games  ,Deibus Studios  ,,,0.2,0.17320508075688773,0.0,0.1,0.3
3754,Mystic Heroes,PS2,67.0,8.7,2002,Action,KOEI  ,Koei  ,,,0.17320508075688773,0.1414213562373095,0.0,0.1,0.2449489742783178
3755,Dave Mirra Freestyle BMX: Maximum Remix,PS,67.0,7.3,2001,Sports,Acclaim Entertainment  ,"Z-Axis, Ltd.  ",,,0.3872983346207417,0.31622776601683794,0.0,0.1414213562373095,0.5196152422706632
3756,Mystical Ninja starring Goemon,N64,67.0,8.4,1998,Action,Konami  ,Konami Computer Entertainment Osaka  ,,,0.2645751311064591,0.1414213562373095,0.47958315233127197,0.2,0.6
3757,Elex,PC,67.0,7.0,2017,Role-Playing,THQ Nordic  ,Piranha Bytes  ,,,0.0,0.2,0.0,0.0,0.2
3758,Fate/Extella: The Umbral Star,PS4,67.0,7.0,2017,Action,Xseed Games  ,Marvelous Entertainment  ,,,0.34641016151377546,0.0,0.34641016151377546,0.17320508075688773,0.5196152422706632
3759,Legacy of Ys: Books I & II,DS,67.0,5.5,2009,Role-Playing,Atlus  ,Interchannel-Holon  ,,,0.1414213562373095,0.0,0.0,0.0,0.1414213562373095
3760,Ar nosurge: Ode to an Unborn Star,PS3,67.0,8.0,2014,Role-Playing,Tecmo Koei  ,Gust  ,,,0.22360679774997896,0.2,0.2449489742783178,0.1414213562373095,0.41231056256176607
3761,Romance of the Three Kingdoms XIII,PS4,67.0,7.1,2016,Action,Tecmo Koei  ,Koei Tecmo Games  ,,,0.17320508075688773,0.0,0.2449489742783178,0.1,0.31622776601683794
3762,Blazing Angels: Squadrons of WWII,PS3,67.0,7.0,2006,Simulation,Ubisoft  ,Ubisoft Romania  ,6.8,,0.5916079783099616,0.469041575982343,0.0,0.31622776601683794,0.8185352771872451
3763,Galleon: Islands of Mystery,XB,67.0,6.7,2004,Action,Atlus  ,Confounding Factor  ,,,0.1414213562373095,0.1,0.0,0.0,0.17320508075688773
3764,MySims SkyHeroes,Wii,67.0,5.3,2010,Action,Electronic Arts  ,The Sims Studio  ,6.4,,0.4,0.31622776601683794,0.0,0.17320508075688773,0.5477225575051661
3765,Fuel,PC,67.0,6.8,2009,Racing,Codemasters  ,Asobo Studio  ,6.4,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
3766,SimCity Creator,Wii,67.0,6.6,2008,Simulation,Electronic Arts  ,The Sims Studio  ,,,0.6,0.17320508075688773,0.2,0.2,0.6782329983125268
3767,Disneyland Adventures,XOne,67.0,5.6,2017,Action-Adventure,Microsoft Studios  ,Asobo Studio  ,,,0.22360679774997896,0.1,0.0,0.1,0.2645751311064591
3768,Smash Cars,PS2,67.0,7.5,2003,Racing,Metro 3D  ,Creat Studio  ,,,0.2449489742783178,0.2,0.0,0.1,0.33166247903553997
3769,Innocent Life: A Futuristic Harvest Moon,PSP,67.0,7.9,2007,Simulation,Natsume  ,ArtePiazza  ,6.5,,0.282842712474619,0.17320508075688773,0.17320508075688773,0.1414213562373095,0.4
3770,State of Emergency,XB,67.0,6.5,2003,Action,Rockstar Games  ,VIS Entertainment  ,,,0.36055512754639896,0.2,0.0,0.1,0.41231056256176607
3771,Worms Forts: Under Siege,XB,67.0,7.8,2005,Strategy,Sega  ,Team17 Software  ,,,0.22360679774997896,0.1,0.0,0.0,0.2645751311064591
3772,Ride 2,PC,67.0,7.4,2016,Racing,Milestone S.r.l  ,Milestone S.r.l.  ,,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
3773,Battle Fantasia,PS3,67.0,6.1,2009,Fighting,505 Games  ,Arc System Works  ,7.0,,0.0,0.0,0.1,0.0,0.1
3774,Mafia III,XOne,67.0,5.0,2016,Action-Adventure,2K Games  ,Hangar 13  ,6.8,,0.7348469228349535,0.6928203230275509,0.0,0.3,1.0535653752852738
3775,Thief,PS4,67.0,6.2,2014,Action,Square Enix  ,Eidos Montreal  ,,,0.5291502622129182,0.6403124237432849,0.17320508075688773,0.36055512754639896,0.9219544457292888
3776,Haunting Ground,PS2,67.0,8.8,2005,Action,Capcom  ,Capcom Production Studio 1  ,6.6,,0.17320508075688773,0.17320508075688773,0.0,0.1,0.2645751311064591
3777,Hyperdimension Neptunia Re;Birth2: Sisters Generation,PSV,67.0,6.9,2015,Role-Playing,Idea Factory International  ,Felistella  ,,,0.17320508075688773,0.1,0.0,0.1,0.22360679774997896
3778,Hyperdimension Neptunia Re;Birth2: Sisters Generation,PSV,67.0,6.9,2014,Role-Playing,Compile Heart  ,Felistella  ,,,0.0,0.0,0.22360679774997896,0.0,0.22360679774997896
3779,Harry Potter and the Prisoner of Azkaban,XB,67.0,8.0,2004,Adventure,Electronic Arts  ,Electronic Arts  ,,,0.37416573867739417,0.2,0.0,0.1,0.43588989435406733
3780,Dynasty Warriors Next,PSV,67.0,7.5,2012,Action,Tecmo Koei  ,Omega Force  ,,,0.22360679774997896,0.2645751311064591,0.33166247903553997,0.17320508075688773,0.5099019513592785
3781,Ice Age: Dawn of the Dinosaurs,PS3,67.0,7.3,2009,Platform,Activision  ,Eurocom Entertainment Software  ,6.6,,0.36055512754639896,0.2,0.0,0.1414213562373095,0.43588989435406733
